id,author,date,text,likes,reply_count,is_reply
UgzJIyFHmq9OHuIo4Oh4AaABAg,@andimuhsubari1244,2025-07-14T23:13:46Z,Itu yang bilang gak dipelajarin di sekolah itu agak lain sih,0,0,False
UgwB1F00RE_sP6EUpC54AaABAg,@arangitem5468,2025-07-13T23:25:23Z,SMP : Sekolah Makan P*pek 😂,0,0,False
UgzqMDf37-KAjXcj4Wd4AaABAg,@Yuael,2025-07-13T10:48:59Z,tapi emang benar sifat warga indonesia nggak bisa dimanjakan dalam hal belajar perlu keras (tegas).,0,0,False
UgwLfiVzIIIDhXKz0T94AaABAg,@stevensogol9561,2025-07-12T22:56:00Z,Masuk barak aja,0,0,False
UgzyVDQ5BCjZ5Qqkcfh4AaABAg,@titoagustio22,2025-07-12T06:57:41Z,"Skrg masih ruwet sistem ppdb kaco rumah yg deket yg keterima mau lu bego pun jarak rumah lu dket masuk wkwkwk 😂 , mending make sistem UN nilai dah",0,0,False
UgzOGjsLHamrs6Z82jp4AaABAg,@zahiraaini1,2025-07-12T04:18:41Z,dana dikorupsi wkkw,0,0,False
Ugy-b8GgrFzSfFH_5jV4AaABAg,@widyartart9813,2025-07-12T02:44:21Z,Hahahaha Produk Sekolah Gratis Sekolah Negeri Masuk Tanpa Seleksi..Hahahaha,0,0,False
UgxcsNgo-97ixllQt8V4AaABAg,@izzatunnisaaromadhoni206,2025-07-11T04:38:52Z,"jiwa kompetitif anak sekarang juga udah pada gaada, mereka gapunya tekanan supaya bisa masuk sekolah favorit, unggulan, jadi juara kelas, ujung-ujungnya males-malesan dan bodo amat sama isi otak",0,0,False
UgysBSHU5GWUpA0Mmw94AaABAg,@azziyad,2025-07-09T06:59:59Z,5:12 Poin,0,0,False
UgxA3oBSOAbcK9X-j3h4AaABAg,@NoName-fq2py,2025-07-08T09:28:19Z,"Pengalaman pribadi sih, semenjak kurikulum KTSP diganti jadi k13, saya jadi males belajar waktu sekolah.

Penyebabnya guru ini jadi NPC. Anak-anak suruh cari materi sendiri soalnya buku materi dihilangin.

Bukannya lebih hemat (karena gak beli buku materi), malah lebih boros karena beli internet.

Materi juga gak jelas, soalnya gak ada guru yang jelasin waktu cari materi. Jadi sering banget gak ngeh sama yg copy paste, dan akhirnya pernah juga belajar materi yang salah soalnya buta konteks.",0,0,False
UgxDBqzQKhRHD8B3cmp4AaABAg,@Juhetli,2025-07-08T03:10:48Z,Baca in what is language?Baca dalam Bahasa apa?Now are many language.....arround the world is come here kan!!Thanks Wassalam.,0,0,False
Ugxtp69Jl9YxevCNGaN4AaABAg,@jajatsudrajat7141,2025-07-07T22:52:33Z,kalau bodoh ya ngga usah naik kelas  seperti dulu,0,0,False
Ugx29pPAEUoswqaPLr54AaABAg,@hieronymusararate6260,2025-07-07T10:18:54Z,"Anak SMA,tidak bisa baca. Si Nadim Makarim,kencing,berdir,murid kencing berlari. Bagaimana memaksakan mengadopsi sistem pendidikan dari luar dipaksakan dipakai tapi guru,sarana belum benar- benar disiapkan. Yang goblok siapa,? Ya menteri pendidikannya. Saya jadi curiga,jangan-jangan ini seting agar output SMA tidak bisa apa-apa,agar rakyat Indonesia tidak boleh berkembang,supaya mudah diadu domba,hanya bisa sa menjadi hamba.Apa nggak miris??",0,0,False
Ugy0rBd9_s_qTihO1MF4AaABAg,@kawaii_muslimah8162,2025-07-05T02:41:27Z,Sebetulnya bagus tujuan awlanya adalah pemerataan. Agar rata dan kebawa maju Atau pintar. Ternyata yang merata kebodohannya,0,0,False
Ugx5G_g5b0TePh61pZh4AaABAg,@WitaWitirinta,2025-07-04T14:19:12Z,Yang ada di fidio mirip Alvaro morte (profesor money heist),0,0,False
UgzEGgcsEvKOlt7reA94AaABAg,@abihurairah4665,2025-07-04T12:48:21Z,*10 TAHUN RAKYAT INDONESIA DIBODOHI REZIM YG LALU*,0,0,False
UgzuysjGg47hqooT0kl4AaABAg,@domoer.things,2025-07-04T11:46:26Z,"saran bang, pas ngonten tolong jangan merokok donk.",0,0,False
Ugx7Gzkr9Ufu7id0V-x4AaABAg,@Wobajaya,2025-07-04T00:54:42Z,"Sy dari sumba timur NTT, anak smua, SMP banyak yg tidak bisa baca.guru yg tidak kompeten, banyak guru honorer yang asal asalan lulusan Smu yg gajinya dibayar  orang tua. Dimana tanggung jawab negara yg mengolah pajak?",0,0,False
Ugw03QTgIBXvHTzUrfx4AaABAg,@MigelNara-M,2025-07-03T05:39:15Z,"Coba sesekali lakukan survei untuk mengetahui gambaran seberapa besar minat atau kemauan anak-anak indonesia untuk menjadi guru. Pengalaman saya waktu SMA dulu tahun 2004, ketika ditanya siapa yang mau menjadi guru. Hasilnya hanya 2 orang dari 30 siswa di kelas 3 IPA yang mau menjadi guru. Jika diteliti lebih lanjut, 2 siswa tersebut adalah siswa dengan tingkat kemampuan akademik terakhir di kelas tersebut. 2 siswa tersebut adalah siswa dengan orang tua ekonomi lemah. Jika seluruh Indonesia memandang menjadi guru itu tidak menjanjikan hidup atau menjadi pilihan terakhir yang tidak diidolakan, maka jangan harap melahirkan generasi dengan guru yang berkualitas.",0,0,False
UgwgJRFOyZkVwTz9BXB4AaABAg,@ElmoBagus-e1m,2025-07-03T00:10:15Z,dari kecil belajar agama teroossss.....pantesan aja BOTOL😂,0,0,False
UgyBfzmBA24vVZMkdu94AaABAg,@KataKetua,2025-07-02T12:54:04Z,"Memahami isi bacaan padahal membacanya aja masih gagap.
Mengaplikasikan konsep hitungan padahal hitungan dasar aja masih belum bener. Ajur lah!",0,0,False
UgwHhyDnFINhC4QY5AF4AaABAg,@thetromsky,2025-07-01T09:23:28Z,"Salah satu kelakuan Ferry Irwandi ini memakai anekdot sebagai contoh utama dia. Video yang pertama itu tentang Eropa di Garut jelas-jelas humor. Parahnya lagi gak disensor sama si Ferry ini, padahal mereka masih pelajar. Selanjutnya ketika dia bertanya-tanya ke beberapa murid, mereka bilang itu belum dipelajari ya *mungkin* *memang* *belum* dipelajari. Kurikulum Indonesia kan berubah-ubah. Siapa tau diajarinnya nanti, belum lagi minat anak beda-beda. Dan jangan latah soal UN lah. Kayak yang lulus UN pada *pintar* aja. Yang Bahasa Inggris/Sejarah level SMP aja mereka belum tentu bisa kok, padahal sekarang udah lulus kuliah. Ya karena ilmu orang memang beda-beda.",0,0,False
Ugwu08lr9ZxP3IXMCCZ4AaABAg,@dwierwinkusbianto5449,2025-07-01T06:39:43Z,Adakah link video hasil riset bang @ferryirwandi yg akan di publish di malaka ?,0,0,False
UgzqRoC6MmUiIwh6A2B4AaABAg,@faturrachman9976,2025-07-01T03:07:07Z,Akhirnya Abang ferry up soal begini,0,0,False
UgwBbIPssT5sa2KkOsZ4AaABAg,@dityachannel-y8f,2025-06-30T11:32:51Z,Dikasi chromebook jg ndk bisa membantu kalo ndk ada internet😅,0,0,False
UgwNmMOhCgemhGZFH_94AaABAg,@endinichimaru2351,2025-06-29T04:41:47Z,"Pertama yang jadi koreksi.
1. Sample yg d ambil itu d mana? Kalau ditanya ke anak yg keluyuran ya mungkin mereka g bisa baca.
2. Koreksi pemerintahan ini selalu mentah di mata pemangku kebijakan. Karna pemerintah punya penelitinya sendiri dgn mental ""abs"".",0,0,False
UgxcvLVPfiXpJLzKN-x4AaABAg,@dumaienglishhouse,2025-06-28T10:58:50Z,Sumpah gue sedih dan malu!,0,0,False
UgzbYeJ_Zgdwec69ich4AaABAg,@sebuahpeluang4478,2025-06-27T06:53:45Z,Sekolah Katholik is te best,0,0,False
Ugy4uQZn4NNPYPzCZDR4AaABAg,@zaenalaminudin6919,2025-06-27T02:40:17Z,Saya juga merasakan sendiri selama saya sma nilai sudah di anggap tidak penting dan ilmu yang di dapat tidak se konkrit seperti di sampaikan dengan kurikulum dulu,1,1,False
Ugy4uQZn4NNPYPzCZDR4AaABAg.AJrKKvect9yAJsbf4HG5Dn,@muhammadiqbaltawakkal2,2025-06-27T14:39:42Z,Acc,0,0,True
UgwC6q-h5pbQ7NDdmSJ4AaABAg,@rullialjabbar3250,2025-06-26T13:34:34Z,"Bang, please bahas tentang sistem penerimaan siswa baru dengan domisili.
Banyak berita demo tentang sulitnya mendaftar siswa baru.

Syarat yg tidak di share di awal, tidak fair dll.

Gw percaya koruptor sudah di cetak sejak dini. Mau tidak mau ortu harus melakukan transaksi agar anaknya bisa masuk sekolah walaupun domisili sangat dekat dengan sekolah.

Bagaimana keluarga yg tidak mampu melakukan transaksi.",1,0,False
Ugx4Akx4iOxOp0mABaJ4AaABAg,@irchamnovrastomo6054,2025-06-26T07:14:22Z,efek dari sistem Zonasi di daerah saya adalah 1 sekolah negeri merger dan ada 1 sekolah negeri terancam merger juga. bahkan swasta2 ancur gak dapat murid. terimakasi sistem zonasi,0,0,False
Ugya93v-gY4-87Z_Zhp4AaABAg,@arisfurqon9581,2025-06-25T04:17:15Z,"Saya punya alegori yang lebih bagus bang. Ibarat masak kita gak bisa berharap semua orang ngerti style masak padang, jawa, jepang, perancis tapi minimal mereka harus ngerti cara nyalain kompor, bedanya garam sama gula, ngerti cara motong sayur.",1,0,False
Ugz0Aq0AxtSedVS0eC14AaABAg,@auliarazanyasminrazan3830,2025-06-24T10:44:18Z,Sistem paling buruk... Era sekolahan Dari sistem zonasi...,0,0,False
UgzSL2EhMShKzG03m3h4AaABAg,@JoniAmatSilitonga-gm5wf,2025-06-23T14:35:02Z,"masalahnya saat pembahasan anggaran pendidikan apakah anggota dewan perwakilan tdk dpt siraman, perhatikan aja wajah nadiem mau dimarahi maupun dimaki dia tenang aja tapi dlm hatinya berkata woi kalian sdh dibayar ya dan silahkan kita bersandiwara saja",0,0,False
UgzJCt0dUaJiDfPPAt14AaABAg,@FajilFitriyantito,2025-06-23T04:12:33Z,"setuju bang untuk menunjang suatu proses pendidikan yang baik harus di lihat dari sarana dan prasarana yang memandai misalnya dalam hal penerapan kurikulum merdeka yang dampaknya seperti apa, manfaatnya apa, serta tujuannya apa dan kenapa harus di terapkan.?",0,0,False
UgxvW151nszGlVLeXoB4AaABAg,@Raffiqi_,2025-06-21T08:20:14Z,kayaknya rata rata gen alpha indonesia bakalan jadi sampah dunia,2,0,False
UgwGK0Oz6AqAXUh1n514AaABAg,@hsvlog3192,2025-06-21T01:48:24Z,"""Tidak Ada Murid Yang Bodoh, Hanya Mereka Tidak Dapat Guru Yang Tepat"" - Prof Yohanes Surya",2,0,False
UgymhNV2PZP7biD4AG94AaABAg,@ridhorhoma6036,2025-06-20T00:32:18Z,"Ngapain pinter kan emang dibuat jadi maksimal lulus smk jadi ojol, ini jelas projek nadim makarin, makanya saya gak suka pemimpinan pak jokowi mentrinya aneh, kenapa nadim makarim kok masih diberi jabatan setinggi itu, koyol 10 thn terbuang sia sia",1,1,False
UgymhNV2PZP7biD4AG94AaABAg.AJ_47RBKWMjAJscGFzXOSQ,@muhammadiqbaltawakkal2,2025-06-27T14:44:54Z,"Makanya politik itu payah
Mending ganti rezim",0,0,True
UgzwcI19UaXCB94RRJZ4AaABAg,@tekatdwicahyono01,2025-06-19T10:50:40Z,"Setiap anak lahir unik, walaupun saat smp dia tidak tahu rumus segitiga bahkan belum bisa baca, nantinya dia tetap akan bermanfaat di kehidupan nyata. Dia akan terus ""belajar"" dalam kehidupan nyatanya kelak.",2,1,False
UgzwcI19UaXCB94RRJZ4AaABAg.AJYb5fZh1oVALBxH9z3TkM,@KonsultanPraktisi-g4n,2025-07-30T08:44:44Z,"Setuju banget. Kadang anak yang kelihatan “tertinggal” di sekolah justru punya kepekaan atau keahlian lain yang gak bisa dinilai pakai angka. Dunia nyata itu luas, dan tiap anak pasti akan nemu caranya sendiri buat belajar dan tumbuh.

Banyak kok kisah orang-orang sukses yang dulu sempat dianggap “nggak bisa” waktu sekolah. Tapi ternyata mereka berkembang di jalur yang beda. Gak semua orang harus jago rumus buat jadi orang berguna.",0,0,True
